Year_Birth,Education,Marital_Status,Income,Dt_Customer,Recency,NumWebVisitsMonth,Complain,Response,Days_is_client,Kids,Expenses,TotalAcceptedCmp,TotalNumPurchases
1958,Graduate,Partner,46610,7/18/2013,4,6,0,0,346,0,467,0,14
1961,Graduate,Partner,88347,7/3/2013,32,1,0,0,361,0,2116,1,21
1981,Postgraduate,Partner,87171,5/1/2013,27,2,0,0,424,0,1298,2,25
1976,Graduate,Partner,26907,8/20/2013,10,7,0,0,313,2,22,0,6
1968,Postgraduate,Single,50014,1/22/2014,9,5,0,0,158,1,396,0,15
1978,Postgraduate,Partner,41014,4/22/2013,65,7,0,0,433,1,20,0,4
1965,Graduate,Single,66294,3/17/2014,68,2,0,0,104,0,967,0,13
1971,Graduate,Partner,36715,11/17/2012,16,9,0,1,589,1,357,0,19
1956,Graduate,Partner,79456,8/22/2012,12,3,0,1,676,0,1401,0,16
1982,Graduate,Partner,40479,8/17/2013,95,4,0,0,316,1,15,0,4
1970,Postgraduate,Single,75345,2/2/2013,16,3,0,1,512,0,2087,1,20
1977,Graduate,Partner,54233,2/4/2013,46,8,0,0,510,1,981,0,26
1970,Graduate,Single,24163,10/12/2013,3,4,0,0,260,2,17,0,6
1958,Postgraduate,Partner,84460,1/4/2013,80,5,0,1,541,0,523,4,22
1983,Graduate,Partner,43776,5/3/2014,77,6,0,0,57,1,23,0,4
1958,Postgraduate,Single,71691,3/17/2014,0,2,0,1,104,0,1192,0,17
1973,Postgraduate,Partner,85844,5/29/2014,62,2,0,0,31,0,1958,1,20
1974,Postgraduate,Single,39190,4/26/2014,91,5,0,0,64,1,133,0,9
1972,Postgraduate,Single,38578,6/22/2013,2,8,0,0,372,2,73,0,9
1965,Postgraduate,Partner,57236,3/12/2014,22,3,0,0,109,2,121,0,10
1979,Graduate,Single,61825,8/7/2013,56,4,0,0,326,1,424,0,15
1958,Graduate,Single,79803,6/2/2014,54,1,0,0,27,1,868,0,13
1986,Graduate,Single,80910,10/31/2012,71,1,0,0,606,0,756,0,15
1982,Postgraduate,Partner,27590,4/23/2013,38,7,0,0,432,1,12,0,4
1979,Graduate,Partner,56775,1/2/2013,62,5,0,0,543,1,937,0,25
1975,Graduate,Single,83829,10/8/2013,78,1,0,1,264,0,1862,3,17
1979,Graduate,Partner,54210,5/20/2013,18,5,0,0,405,1,367,0,14
1986,Graduate,Partner,38508,8/2/2013,95,8,0,0,331,1,443,0,20
1970,Graduate,Partner,53187,10/26/2013,66,5,0,0,246,1,267,0,13
1972,Graduate,Partner,30023,3/24/2014,28,8,0,0,97,1,61,0,6
1960,Postgraduate,Single,76045,11/15/2013,78,2,0,0,226,0,1323,1,21
1952,Postgraduate,Partner,50870,6/19/2014,13,5,0,0,10,1,63,0,6
1974,Graduate,Partner,65463,1/30/2014,17,5,0,0,150,1,562,1,19
1965,Graduate,Partner,66480,5/31/2014,71,4,0,0,29,2,312,0,19
1954,Graduate,Single,76773,2/25/2013,79,1,0,0,489,0,1156,0,16
1983,Graduate,Single,81698,3/1/2013,1,5,0,1,485,0,1104,1,16
1973,Postgraduate,Single,54466,2/9/2014,78,5,0,0,140,2,16,0,4
1984,Postgraduate,Single,16269,8/30/2013,75,8,0,0,303,1,44,0,9
1971,Graduate,Partner,71819,8/28/2013,70,6,0,0,305,1,1574,2,14
1983,Postgraduate,Partner,33569,10/16/2013,10,8,0,1,256,1,63,1,5
1983,Postgraduate,Partner,36262,9/20/2013,24,6,0,1,282,0,426,1,12
1966,Undergraduate,Partner,22634,1/16/2013,47,8,0,0,529,0,96,0,6
1978,Graduate,Partner,47025,9/12/2013,98,9,0,0,290,1,635,0,23
1968,Graduate,Single,70566,10/6/2013,4,3,0,0,266,1,757,0,22
1979,Postgraduate,Partner,31605,11/22/2012,15,7,0,0,584,1,125,0,9
1973,Postgraduate,Single,52034,5/17/2013,67,7,0,0,408,2,332,0,16
1979,Graduate,Single,48526,12/24/2013,32,3,0,0,187,1,135,0,8
1954,Graduate,Partner,46734,11/18/2012,40,7,0,0,588,1,330,0,14
1962,Graduate,Single,39552,12/18/2012,54,8,0,1,558,2,384,0,20
1966,Graduate,Single,86358,8/8/2012,78,8,0,0,690,2,1722,0,18
1977,Graduate,Partner,46931,4/24/2014,94,3,0,0,66,3,78,0,7
1985,Undergraduate,Single,16581,1/12/2013,51,4,0,0,533,0,24,0,4
1952,Graduate,Single,63998,12/20/2013,42,4,0,1,191,0,1168,0,25
1951,Postgraduate,Partner,67381,1/15/2013,67,7,0,0,530,1,957,1,17
1967,Graduate,Single,25930,10/10/2013,87,7,0,0,262,2,15,0,4
1978,Graduate,Partner,42693,6/7/2014,29,5,0,0,22,1,57,0,5
1976,Graduate,Partner,85606,11/12/2012,89,3,0,0,594,1,1956,1,24
1985,Graduate,Single,72903,10/29/2013,74,4,0,1,243,0,2013,3,21
1974,Graduate,Partner,49669,5/24/2014,97,6,0,0,36,1,326,0,14
1968,Postgraduate,Partner,36778,8/5/2012,63,9,0,0,693,2,77,0,9
1962,Postgraduate,Single,85696,5/3/2013,88,1,0,1,422,0,1313,0,20
1961,Graduate,Partner,49678,2/2/2013,81,7,0,0,512,1,315,0,14
1989,Graduate,Partner,37155,1/31/2013,51,5,0,0,514,1,74,0,7
1978,Graduate,Single,21282,5/11/2014,76,6,0,0,49,1,46,0,7
1962,Postgraduate,Single,33419,8/17/2013,76,7,0,0,316,1,86,0,8
1945,Graduate,Single,63285,11/5/2013,84,3,0,0,236,0,1103,0,25
1974,Postgraduate,Partner,21255,1/21/2014,56,4,0,0,159,1,61,0,11
1981,Graduate,Partner,42162,11/19/2013,31,6,0,1,222,1,145,1,9
1956,Graduate,Partner,54450,9/14/2012,0,8,0,0,653,2,684,0,31
1954,Postgraduate,Partner,57744,11/12/2013,91,8,0,0,229,1,411,0,16
1986,Graduate,Single,26576,10/13/2012,40,9,0,1,624,1,27,1,4
1943,Postgraduate,Single,57513,7/6/2013,59,6,0,0,358,0,1060,0,27
1964,Graduate,Partner,68142,8/29/2012,96,6,0,0,669,1,1459,0,24
1979,Graduate,Partner,7500,8/29/2012,61,8,0,0,669,1,18,0,4
1974,Graduate,Partner,83145,9/22/2012,14,2,0,1,645,0,1833,1,26
1960,Postgraduate,Partner,54197,4/3/2014,16,1,0,0,87,1,237,0,12
1963,Postgraduate,Single,23091,5/28/2014,98,7,0,0,32,2,48,0,10
1976,Graduate,Partner,46049,7/21/2013,11,7,0,1,343,2,515,0,26
1974,Graduate,Partner,56715,12/5/2012,52,4,0,0,571,0,1020,0,15
1961,Graduate,Partner,79410,5/29/2014,19,1,0,0,31,0,1370,0,11
1951,Graduate,Partner,57304,3/11/2013,61,5,0,0,475,1,1026,0,25
1965,Graduate,Partner,44375,3/23/2014,73,5,0,0,98,1,301,0,12
1965,Graduate,Partner,59594,10/20/2012,74,7,0,0,617,1,499,1,17
1994,Graduate,Partner,80685,8/22/2012,55,2,0,0,676,0,1004,0,21
1974,Postgraduate,Partner,40344,10/13/2013,48,7,0,0,259,1,218,0,12
1972,Graduate,Partner,62710,5/23/2013,53,4,0,0,402,1,606,0,22
1968,Graduate,Partner,48985,7/5/2013,13,3,0,0,359,1,75,0,6
1968,Graduate,Partner,35322,8/22/2012,34,8,0,0,676,3,106,0,9
1948,Graduate,Partner,77142,5/29/2013,54,2,0,0,396,0,990,0,17
1969,Graduate,Single,81657,1/22/2014,69,1,0,0,158,0,1097,0,16
1996,Undergraduate,Partner,14421,2/17/2014,81,5,0,0,132,0,16,1,4
1990,Postgraduate,Partner,74214,8/26/2012,3,5,0,0,672,0,1711,0,16
1957,Postgraduate,Partner,66726,1/12/2014,61,7,0,0,168,2,438,1,17
1979,Undergraduate,Partner,23724,1/8/2013,65,8,0,0,537,1,75,0,7
1960,Postgraduate,Partner,47353,11/13/2013,93,5,0,0,228,1,225,0,13
1952,Postgraduate,Partner,33444,11/3/2012,24,8,0,0,603,2,18,0,4
1981,Graduate,Partner,54386,5/17/2013,8,3,0,0,408,1,470,0,17
1981,Graduate,Single,28510,4/13/2013,72,5,0,0,442,2,91,0,9
1991,Postgraduate,Single,90638,2/13/2014,29,1,0,0,136,0,2525,1,18
1950,Graduate,Partner,48070,1/13/2013,33,7,1,0,532,1,504,0,19
1957,Graduate,Partner,43140,1/5/2013,68,6,0,0,540,1,235,0,11
1961,Postgraduate,Single,54959,1/19/2013,55,7,0,1,526,1,1232,1,21
1958,Undergraduate,Single,15056,5/3/2013,76,5,0,0,422,2,88,0,12
1971,Graduate,Single,26954,5/8/2014,17,7,0,0,52,1,17,0,4
1985,Graduate,Single,22327,8/2/2013,94,5,0,0,331,1,24,0,5
1965,Graduate,Partner,44393,8/22/2013,86,4,0,0,311,2,60,0,7
1952,Postgraduate,Single,62000,8/25/2013,25,4,0,0,308,1,1020,1,26
1962,Postgraduate,Partner,31497,12/6/2012,22,8,0,0,570,1,155,0,10
1974,Graduate,Partner,45894,2/27/2014,15,5,0,0,122,2,51,0,5
1970,Postgraduate,Single,78579,12/22/2012,35,3,0,1,554,0,1812,0,16
1969,Postgraduate,Single,67369,11/17/2012,81,4,0,1,589,1,1461,2,25
1960,Graduate,Single,58401,4/20/2014,55,4,0,0,70,1,96,0,6
1952,Graduate,Single,62307,2/17/2014,94,5,0,0,132,1,160,0,9
1969,Postgraduate,Partner,43641,4/22/2013,50,6,0,0,433,2,139,0,10
1969,Postgraduate,Partner,70091,3/31/2013,11,8,0,0,455,1,1161,1,19
1972,Postgraduate,Partner,78075,4/5/2014,72,1,0,0,85,0,988,0,14
1961,Graduate,Single,59184,9/9/2012,6,5,0,0,658,1,1072,0,27
1977,Graduate,Partner,54809,9/11/2013,0,4,0,0,291,2,174,0,12
1959,Graduate,Partner,58113,1/25/2013,66,7,1,0,520,1,758,0,22
1958,Postgraduate,Partner,51412,12/31/2013,42,4,0,0,180,1,195,0,11
1957,Postgraduate,Partner,66636,8/17/2013,64,1,0,0,316,0,1084,0,17
1956,Postgraduate,Partner,50965,2/20/2013,87,8,0,0,494,1,685,1,22
1990,Graduate,Partner,18351,10/29/2013,1,7,0,0,243,0,43,0,6
1957,Postgraduate,Partner,40451,2/16/2014,54,5,0,0,133,2,49,1,5
1965,Graduate,Partner,36317,5/22/2013,53,7,0,0,403,1,133,0,9
1957,Graduate,Partner,42213,10/12/2013,96,7,0,0,260,1,363,1,15
1955,Graduate,Partner,65748,4/15/2013,58,1,1,0,440,1,545,0,18
1972,Graduate,Partner,77044,10/27/2013,12,4,0,0,245,1,1065,1,31
1969,Graduate,Partner,74918,3/12/2013,78,3,0,0,474,0,2047,1,21
1972,Graduate,Partner,56721,10/31/2012,64,6,0,0,606,2,296,0,15
1975,Graduate,Single,42160,6/28/2013,26,6,0,1,366,2,140,0,11
1965,Graduate,Single,61559,7/17/2013,8,3,0,0,347,1,530,0,17
1963,Postgraduate,Partner,33629,8/8/2012,49,9,0,0,690,2,152,0,13
1963,Graduate,Single,34377,1/19/2013,55,7,0,0,526,1,114,0,8
1986,Undergraduate,Single,8940,8/22/2012,25,8,0,0,676,1,101,0,10
1973,Graduate,Partner,26228,9/22/2013,50,8,0,0,280,1,25,0,4
1957,Graduate,Single,77297,1/26/2013,84,4,0,0,519,0,789,1,22
1981,Graduate,Partner,40211,7/30/2013,30,8,0,0,334,2,87,1,7
1958,Postgraduate,Single,33438,9/22/2013,81,5,0,0,280,2,90,0,11
1959,Postgraduate,Partner,75032,4/28/2013,74,3,0,0,427,1,1215,0,20
1955,Postgraduate,Single,61284,10/12/2013,76,6,0,0,260,0,811,1,22
1986,Graduate,Partner,22518,10/22/2012,36,5,0,1,615,1,61,1,7
1975,Postgraduate,Partner,54730,8/15/2013,64,4,0,0,318,1,405,0,18
1955,Postgraduate,Partner,38452,3/30/2014,62,7,0,0,91,2,72,0,9
1971,Graduate,Single,44421,2/15/2013,53,8,0,0,499,2,189,0,14
1986,Postgraduate,Partner,38197,6/29/2013,86,5,0,0,365,1,40,0,5
1978,Graduate,Single,41986,2/9/2014,15,4,0,0,140,1,63,0,10
1983,Graduate,Partner,28427,3/21/2013,67,8,0,0,465,1,52,0,7
1976,Postgraduate,Partner,37395,5/2/2014,47,6,0,0,58,1,39,0,5
1971,Graduate,Partner,64722,5/26/2014,47,6,0,0,34,1,805,0,25
1956,Postgraduate,Partner,55249,4/17/2014,81,3,0,0,73,1,130,0,8
1972,Graduate,Partner,84906,10/4/2013,98,2,0,0,268,0,1631,3,24
1952,Graduate,Single,44213,11/29/2013,48,6,0,0,212,2,152,0,12
1984,Undergraduate,Single,25707,1/18/2014,18,7,0,0,162,1,21,0,5
1967,Postgraduate,Partner,59062,10/3/2013,74,4,0,0,269,3,71,0,7
1962,Graduate,Single,76624,5/24/2014,68,1,0,0,36,1,899,1,23
1947,Postgraduate,Partner,66000,4/20/2014,36,1,0,0,70,0,711,0,10
1978,Postgraduate,Partner,27683,8/4/2012,90,8,0,0,694,1,351,0,16
1971,Graduate,Single,1730,5/18/2014,65,20,0,0,42,0,8,0,15
1992,Undergraduate,Single,7500,12/3/2012,63,9,0,0,573,1,119,0,11
1968,Graduate,Partner,40521,4/5/2013,82,5,0,0,450,2,21,0,4
1973,Postgraduate,Partner,20427,3/24/2014,63,8,0,0,97,1,10,0,4
1975,Graduate,Partner,65106,5/24/2014,55,6,0,0,36,1,973,1,27
1965,Postgraduate,Partner,69969,8/27/2013,64,3,0,1,306,0,1536,2,13
1952,Graduate,Partner,67433,7/16/2013,51,4,0,0,348,2,992,1,28
1967,Postgraduate,Partner,77766,2/22/2013,97,6,0,1,492,1,1529,1,34
1972,Graduate,Partner,74716,9/12/2013,92,4,0,0,290,1,860,0,17
1970,Postgraduate,Partner,55158,7/30/2012,72,7,0,1,699,2,418,0,18
1955,Graduate,Partner,62972,8/3/2012,39,6,0,1,695,1,587,0,16
1975,Graduate,Partner,74190,5/12/2014,49,2,0,0,48,1,641,0,19
1976,Graduate,Partner,39356,3/19/2014,21,6,0,0,102,2,23,1,4
1969,Graduate,Partner,76653,8/16/2013,91,2,0,0,317,0,2279,2,23
1983,Postgraduate,Single,90687,5/22/2013,98,2,0,1,403,0,1779,1,17
1982,Postgraduate,Partner,73450,12/5/2013,85,3,0,0,206,0,1804,2,27
1960,Graduate,Partner,31454,7/6/2013,40,8,0,0,358,2,48,0,8
1952,Graduate,Single,47139,3/6/2014,2,7,0,1,115,2,83,0,7
1963,Postgraduate,Partner,53378,9/24/2012,41,8,0,1,643,2,793,0,29
1970,Graduate,Partner,19656,2/8/2013,94,7,0,0,506,1,84,0,9
1948,Postgraduate,Partner,45579,8/20/2013,10,6,0,0,313,1,183,0,10
1958,Graduate,Single,85485,6/21/2014,73,2,0,0,8,0,1383,0,19
1944,Graduate,Partner,55956,4/7/2014,22,4,0,0,83,0,999,1,16
1963,Postgraduate,Single,64191,1/22/2013,30,3,0,0,523,1,825,0,24
1972,Graduate,Single,38808,8/26/2012,21,8,0,1,672,1,246,1,14
1966,Postgraduate,Partner,57183,3/19/2013,51,8,0,0,467,2,610,0,25
1968,Postgraduate,Single,23748,11/21/2012,97,8,0,0,585,1,76,0,9
1971,Graduate,Partner,66303,2/26/2013,56,8,0,0,488,1,1286,1,22
1975,Postgraduate,Partner,37368,12/16/2013,4,6,0,0,195,1,30,1,4
1964,Graduate,Partner,40800,1/1/2013,77,7,1,0,544,3,99,0,8
1978,Graduate,Single,71847,9/21/2012,95,3,0,0,646,0,1192,1,22
1975,Graduate,Partner,46149,11/29/2013,36,5,0,0,212,1,362,0,18
1983,Graduate,Partner,78687,8/9/2012,13,2,0,1,689,0,2130,1,19
1971,Graduate,Single,49118,8/18/2012,90,7,0,1,680,0,1229,2,28
1957,Postgraduate,Partner,37633,9/20/2012,49,9,0,0,647,2,38,0,6
1951,Postgraduate,Partner,39767,7/21/2013,18,8,0,0,343,0,485,0,17
1951,Undergraduate,Partner,26997,11/5/2012,89,7,0,0,601,0,434,0,13
1970,Graduate,Single,33986,3/14/2013,43,7,0,0,472,1,44,0,5
1972,Postgraduate,Partner,57091,11/23/2012,82,7,0,1,583,1,496,1,18
1969,Graduate,Partner,46831,6/8/2013,84,4,0,0,386,2,78,0,7
1972,Postgraduate,Partner,83151,2/10/2013,80,2,0,1,504,0,2346,3,23
1971,Graduate,Partner,52531,12/30/2012,68,6,0,0,546,0,794,0,21
1956,Graduate,Partner,15759,9/5/2013,12,7,0,0,297,0,17,0,4
1973,Graduate,Partner,43050,3/18/2014,10,5,0,0,103,1,76,0,8
1977,Postgraduate,Single,42997,12/7/2013,91,7,0,0,204,2,15,0,4
1963,Postgraduate,Single,48918,4/12/2014,21,4,0,0,78,2,62,0,7
1954,Postgraduate,Partner,60033,3/29/2014,28,2,0,0,92,1,198,0,10
1978,Postgraduate,Partner,34043,10/25/2013,97,9,0,0,247,1,49,0,5
1966,Graduate,Partner,57811,6/24/2013,49,5,0,0,370,1,802,1,25
1946,Graduate,Partner,78569,2/19/2014,14,1,0,1,130,0,1736,1,15
1978,Graduate,Single,7500,12/27/2012,5,6,0,0,549,2,57,0,10
1971,Postgraduate,Partner,157733,6/4/2013,37,1,0,0,390,1,59,0,2
1985,Graduate,Partner,23148,2/18/2014,83,7,0,0,131,0,37,0,6
1970,Graduate,Single,44267,2/25/2013,48,9,0,0,489,2,310,0,16
1979,Graduate,Partner,71626,11/1/2012,94,3,0,0,605,0,1305,1,19
1966,Graduate,Partner,60894,6/28/2013,61,7,0,0,366,1,832,0,26
1976,Graduate,Partner,50200,4/3/2013,70,8,0,0,452,2,401,0,19
1965,Postgraduate,Partner,81051,5/23/2014,43,2,0,0,37,0,1501,2,23
1982,Graduate,Partner,65169,1/14/2014,23,6,0,1,166,0,1189,4,28
1972,Graduate,Partner,59868,7/22/2013,37,6,0,0,342,1,1194,0,32
1960,Postgraduate,Partner,65695,1/31/2014,50,4,0,0,149,1,656,0,21
1956,Postgraduate,Single,64857,11/23/2012,78,4,0,0,583,0,1540,0,23
1965,Postgraduate,Partner,45143,8/26/2013,74,7,0,0,307,1,311,0,15
1955,Graduate,Partner,74805,11/6/2013,14,2,0,0,235,1,820,0,26
1989,Graduate,Partner,59060,1/11/2014,77,4,0,0,169,1,274,0,14
1962,Postgraduate,Single,27238,4/20/2013,39,9,0,0,435,2,57,0,9
1965,Graduate,Partner,47009,10/1/2013,89,4,0,0,271,1,448,0,17
1973,Graduate,Partner,46094,6/10/2014,62,7,0,0,19,2,44,0,5
1984,Graduate,Partner,37235,2/1/2014,68,4,0,0,148,1,61,0,5
1960,Postgraduate,Partner,81843,4/22/2013,13,3,0,0,433,0,1643,0,27
1958,Postgraduate,Partner,46692,6/6/2013,37,6,0,0,388,1,397,0,15
1968,Graduate,Partner,77382,1/7/2014,36,1,0,0,173,1,1121,1,26
1977,Graduate,Single,37774,9/3/2012,28,9,1,1,664,2,473,1,16
1974,Undergraduate,Partner,18393,3/29/2014,2,8,0,0,92,1,50,0,8
1962,Postgraduate,Partner,72828,2/14/2013,17,7,0,0,500,1,1678,0,28
1982,Graduate,Partner,24711,4/18/2014,86,7,0,0,72,0,58,0,7
1975,Postgraduate,Partner,45503,9/25/2013,54,5,0,0,277,1,170,0,9
1982,Postgraduate,Single,6560,12/12/2013,2,17,0,0,199,0,373,0,2
1945,Postgraduate,Partner,71604,11/17/2013,3,4,0,1,224,0,1196,1,17
1979,Graduate,Partner,27244,3/7/2014,84,7,0,0,114,1,101,0,8
1969,Graduate,Partner,48752,12/12/2012,8,9,0,1,564,2,316,0,17
1962,Graduate,Partner,71434,9/18/2013,4,4,0,0,284,1,1400,2,21
1948,Graduate,Single,90842,7/29/2013,57,1,0,0,335,0,1424,0,27
1978,Postgraduate,Partner,88097,8/18/2012,24,9,0,1,680,1,844,3,20
1975,Graduate,Partner,51948,9/17/2013,51,5,0,0,285,1,311,0,13
1982,Graduate,Partner,71853,5/8/2013,29,1,0,0,417,0,1149,0,17
1983,Postgraduate,Partner,35876,4/20/2014,13,6,0,0,70,0,129,0,8
1952,Graduate,Single,40049,10/16/2013,23,6,0,0,256,1,32,0,5
1982,Graduate,Single,39660,8/8/2012,36,9,0,1,690,1,299,0,14
1962,Graduate,Partner,50127,5/29/2014,88,6,0,0,31,1,320,1,13
1977,Postgraduate,Partner,43263,11/21/2012,2,5,0,0,585,1,441,0,16
1949,Postgraduate,Partner,62845,10/1/2012,3,8,0,1,636,2,1178,1,28
1990,Graduate,Partner,18929,2/16/2013,15,6,0,0,498,0,85,0,6
1982,Undergraduate,Single,24367,3/20/2013,58,9,0,0,466,1,24,0,4
1959,Graduate,Partner,26887,2/10/2013,27,6,0,0,504,1,30,0,5
1976,Graduate,Partner,62061,8/31/2013,12,6,0,0,302,1,800,1,24
1956,Postgraduate,Partner,76542,3/30/2013,91,2,0,0,456,0,1483,0,23
1993,Graduate,Single,70515,10/21/2013,12,2,0,1,251,0,1258,0,17
1987,Graduate,Partner,18227,11/8/2012,21,8,0,0,598,1,28,0,4
1965,Graduate,Partner,69139,1/27/2014,23,4,0,0,153,1,227,0,11
1982,Graduate,Partner,69109,11/9/2012,10,4,0,1,597,0,1555,1,20
1962,Graduate,Single,69627,3/17/2013,35,5,0,0,469,1,861,0,23
1978,Graduate,Partner,38136,4/22/2013,69,8,0,0,433,1,103,1,8
1946,Postgraduate,Single,62159,4/28/2014,68,4,0,0,62,0,634,0,19
1963,Graduate,Single,80695,12/29/2013,85,2,0,0,182,0,1918,0,19
1971,Postgraduate,Single,33316,10/4/2013,34,6,0,0,268,2,131,0,10
1968,Graduate,Partner,58554,9/26/2012,55,7,0,0,641,2,586,0,22
1992,Undergraduate,Partner,17256,11/23/2013,10,8,0,0,218,1,62,1,7
1974,Graduate,Single,53034,5/30/2013,30,8,0,0,395,2,447,0,22
1950,Graduate,Partner,52203,7/31/2012,36,6,0,0,698,0,939,0,27
1977,Graduate,Single,59601,7/25/2013,14,8,0,0,339,1,797,1,15
1958,Postgraduate,Single,75154,9/4/2012,79,3,0,1,663,1,1143,0,16
1976,Graduate,Single,47025,11/7/2013,52,6,0,0,234,1,415,0,17
1973,Graduate,Partner,37971,11/25/2013,97,8,0,0,216,1,30,0,5
1958,Graduate,Partner,67267,5/13/2014,0,2,0,0,47,1,251,0,11
1975,Graduate,Single,57338,4/29/2014,96,5,0,0,61,1,237,0,12
1960,Graduate,Partner,50523,12/25/2013,89,6,0,0,186,2,91,0,8
1960,Postgraduate,Single,50611,10/4/2012,98,6,0,0,633,1,493,1,22
1969,Postgraduate,Partner,56242,3/3/2013,72,6,0,0,483,1,971,0,28
1960,Graduate,Single,48904,12/2/2012,1,8,0,0,574,1,371,0,17
1975,Graduate,Single,56243,12/30/2013,26,5,0,0,181,3,396,0,20
1985,Graduate,Partner,21355,8/20/2013,5,6,0,1,313,1,68,1,7
1971,Postgraduate,Partner,57420,6/25/2013,22,7,0,0,369,1,322,1,15
1955,Postgraduate,Single,46390,5/5/2014,56,7,0,0,55,1,222,0,10
1956,Graduate,Partner,54342,7/3/2013,74,6,0,0,361,2,177,0,12
1973,Graduate,Partner,20895,10/6/2012,24,9,0,0,631,1,45,0,6
1948,Graduate,Partner,92344,1/15/2014,9,1,0,0,165,0,1899,2,20
1980,Graduate,Partner,44964,12/16/2012,35,8,0,0,560,2,41,0,5
1972,Postgraduate,Partner,53761,10/11/2013,7,5,0,0,261,2,325,0,17
1973,Graduate,Partner,22682,10/3/2013,51,4,0,0,269,1,95,0,10
1972,Postgraduate,Partner,38887,3/2/2014,17,7,0,0,119,1,42,0,5
1975,Graduate,Single,41658,11/9/2012,30,4,0,0,597,2,72,0,6
1972,Postgraduate,Partner,29791,5/15/2014,21,5,0,0,45,1,20,0,7
1956,Postgraduate,Partner,63915,7/30/2013,2,5,0,0,334,2,789,0,23
1974,Graduate,Single,39996,5/22/2014,85,6,0,0,38,2,15,0,4
1972,Graduate,Single,26759,2/7/2014,65,6,0,0,142,1,59,0,8
1969,Postgraduate,Partner,51039,12/10/2012,11,7,0,0,566,2,417,0,14
1961,Graduate,Partner,60544,8/25/2012,92,6,0,0,673,2,289,0,15
1953,Graduate,Partner,37716,4/21/2014,4,7,0,0,69,1,188,0,10
1957,Graduate,Single,36864,8/13/2012,53,8,0,1,685,1,354,0,14
1970,Postgraduate,Partner,44511,10/12/2012,39,8,0,0,625,1,727,0,26
1967,Postgraduate,Partner,36947,8/7/2012,49,9,0,0,691,2,146,0,11
1953,Postgraduate,Partner,67087,12/17/2013,40,4,0,0,194,1,794,0,22
1950,Graduate,Partner,57045,9/8/2012,40,3,0,0,659,1,454,0,18
1953,Postgraduate,Single,36957,9/6/2012,43,9,0,1,661,2,152,0,11
1977,Postgraduate,Partner,69389,9/28/2012,17,4,0,0,639,1,797,0,22
1969,Postgraduate,Partner,43142,2/18/2014,84,7,0,0,131,2,20,0,4
1944,Graduate,Partner,80589,1/22/2014,25,1,0,1,158,0,1428,1,21
1990,Graduate,Single,34412,2/13/2013,62,9,0,0,501,1,209,0,11
1979,Graduate,Single,57537,6/10/2013,83,4,0,0,384,1,545,0,19
1948,Graduate,Partner,51315,2/23/2014,45,2,0,0,126,0,222,0,10
1972,Graduate,Partner,36026,3/16/2014,34,6,0,0,105,3,61,0,7
1973,Graduate,Partner,24639,1/28/2014,3,6,0,0,152,2,44,0,9
1972,Postgraduate,Partner,34578,4/11/2014,1,6,0,0,79,3,8,0,4
1972,Graduate,Single,65704,10/13/2013,18,1,0,0,259,0,817,0,23
1969,Postgraduate,Partner,54132,2/16/2014,81,7,0,0,133,1,42,0,5
1970,Graduate,Partner,28164,5/4/2013,23,7,0,0,421,1,78,0,9
1974,Postgraduate,Partner,34596,4/13/2013,48,8,0,0,442,1,23,0,4
1972,Postgraduate,Partner,43269,9/16/2013,61,8,0,0,286,1,19,0,4
1958,Graduate,Single,38741,3/30/2014,60,7,0,0,91,2,61,0,7
1972,Graduate,Single,31907,3/4/2013,75,7,0,0,482,0,449,0,14
1973,Graduate,Single,31163,2/13/2014,54,6,0,0,136,1,38,0,5
1985,Graduate,Partner,92533,12/19/2013,84,2,0,0,192,0,1131,2,23
1973,Graduate,Single,34853,12/23/2013,75,6,0,0,188,2,34,0,7
1967,Graduate,Single,70844,10/30/2013,16,7,0,0,242,2,294,0,17
1979,Graduate,Partner,31086,5/4/2013,79,8,0,0,421,2,48,1,6
1986,Graduate,Partner,20491,1/25/2013,16,7,0,0,520,0,30,0,4
1964,Graduate,Partner,42523,4/23/2014,96,2,0,0,67,0,125,0,7
1952,Graduate,Partner,33402,7/18/2013,60,8,0,0,346,2,70,0,9
1949,Postgraduate,Partner,36408,9/21/2013,11,6,0,0,281,2,22,0,4
1979,Graduate,Partner,21645,9/3/2012,75,9,0,1,664,1,65,0,9
1948,Postgraduate,Single,78427,10/24/2012,36,3,0,1,613,0,1930,1,23
1946,Graduate,Partner,82657,9/27/2013,71,4,0,0,275,0,2283,2,23
1958,Graduate,Partner,51876,10/15/2013,88,1,0,0,257,0,310,0,13
1971,Graduate,Partner,78041,12/16/2012,93,2,0,0,560,0,1319,0,18
1957,Graduate,Partner,52852,12/1/2012,93,8,0,0,575,1,879,1,26
1982,Postgraduate,Partner,70038,10/25/2013,54,2,0,0,247,0,1244,0,17
1973,Graduate,Partner,69401,3/23/2014,41,2,0,0,98,1,690,0,17
1972,Graduate,Partner,46053,2/17/2013,46,5,0,0,497,1,209,0,12
1965,Graduate,Partner,77343,6/9/2014,28,1,0,0,20,0,1134,0,17
1953,Graduate,Single,73892,11/13/2013,40,1,0,1,228,0,1507,0,23
1967,Postgraduate,Single,40304,9/30/2013,82,7,0,0,272,1,57,0,6
1965,Postgraduate,Partner,32727,8/28/2012,38,8,0,0,670,0,529,0,17
